SK_ID_CURR,TARGET
103525,0.79327893
103541,0.73388696
103544,0.3148935
103562,0.65870374
103570,0.4208569
103572,0.7889971
103574,0.29057786
103575,0.5932346
103591,0.23459905
103594,0.41250473
103609,0.047616027
103613,0.23570487
103614,0.01598047
103615,0.032098174
103624,0.2937108
103625,0.2667131
103628,0.60763377
103629,0.044713262
103647,0.33802536
103648,0.38986295
103651,0.16174918
103658,0.0385958
103668,0.08776171
103669,0.10104032
103676,0.32563642
103682,0.64415693
103683,0.18805665
103689,0.24097495
103725,0.12704235
103733,0.2615453
103744,0.07436164
103762,0.5155806
103771,0.54371417
103773,0.009862668
103783,0.041831564
103784,0.4432864
103808,0.13801067
103812,0.62451065
103813,0.88212925
103814,0.69618684
103818,0.5429162
103824,0.18184502
103828,0.6508796
103830,0.67765117
103840,0.063788876
103842,0.15677974
103847,0.67797226
103848,0.12205725
103851,0.050502796
103854,0.38649002
103857,0.6712494
103861,0.13189743
103862,0.38191304
103865,0.51742977
103870,0.00715784
103876,0.3984519
103891,0.3006069
103908,0.69668436
103914,0.26829827
103918,0.19247499
103940,0.050693683
103963,0.09154554
103966,0.53255576
103971,0.46193224
103980,0.35322502
103984,0.07077219
103985,0.56371725
103998,0.89905214
104019,0.019712502
104026,0.8741886
104035,0.71372426
104044,0.13938746
104045,0.0557016
104047,0.4736781
104051,0.30309722
104058,0.032358073
104063,0.21203522
104066,0.8173462
104087,0.02400258
104089,0.4068777
104095,0.062398627
104098,0.15850097
104104,0.034827985
104110,0.795014
104120,0.1444406
104122,0.07170536
104131,0.11264175
104132,0.11025434
104135,0.53702164
104136,0.20150097
104149,0.33400017
104150,0.64408135
104156,0.5568357
104165,0.36960772
104175,0.03207107
104179,0.7042424
104184,0.7703339
104206,0.053539056
104216,0.7430258
104230,0.15081394
104257,0.10876668
104272,0.006584935
104273,0.25204253
104278,0.2560538
104294,0.59997475
104295,0.0933352
104297,0.3394909
104298,0.5757141
104308,0.05117268
104318,0.05033862
104319,0.7765093
104320,0.75241846
104327,0.39502698
104334,0.46455434
104344,0.45358834
104350,0.16306789
104351,0.893664
104354,0.09008991
104369,0.38083547
104376,0.8180947
104381,0.01257279
104384,0.17304426
104391,0.12307792
104394,0.19994166
104398,0.6355277
104402,0.019286856
104408,0.886791
104409,0.16144708
104410,0.8518267
104412,0.25859725
104417,0.26251444
104424,0.6774522
104426,0.35625347
104435,0.61932266
104445,0.09900697
104458,0.307366
104460,0.5402403
104466,0.034931988
104472,0.12955014
104473,0.16997467
104479,0.058144834
104480,0.29296786
104482,0.77822113
104499,0.009921836
104501,0.22004223
104502,0.04916153
104506,0.87514794
104510,0.008416694
104512,0.5305825
104520,0.33321226
104528,0.13989918
104529,0.017881585
104541,0.35494944
104578,0.42221704
104584,0.21583447
104588,0.15435345
104602,0.561753
104610,0.38542175
104611,0.854391
104618,0.18907475
104620,0.35196468
104622,0.06911317
104624,0.02114284
104625,0.56993735
104634,0.33824423
104639,0.040318586
104646,0.047163002
104647,0.4097879
104652,0.044408247
104670,0.22863385
104677,0.041143727
104685,0.27732542
104691,0.18463814
104696,0.569305
104699,0.17465883
104712,0.16151011
104714,0.16142027
104717,0.54000485
104718,0.1435781
104740,0.56011343
104741,0.030695785
104743,0.016190024
104744,0.07693614
104747,0.37998986
104767,0.14472932
104772,0.27155355
104776,0.6598127
104779,0.020812025
104814,0.17317136
104815,0.2039982
104830,0.27924222
104831,0.053017635
104833,0.34883928
104839,0.07063152
104840,0.05454085
104860,0.060293496
104861,0.044934746
104866,0.4406261
104870,0.016504359
104877,0.45489135
104878,0.017488267
104879,0.049210466
104880,0.12089394
104899,0.5786815
104906,0.6812054
104907,0.32828203
104913,0.89812994
104916,0.088582374
104921,0.06804546
104930,0.29174542
104931,0.8923526
104936,0.0350226
104937,0.04601228
104942,0.051848773
104943,0.41100794
104969,0.56367683
104972,0.7989499
104988,0.12174078
105013,0.41308695
105015,0.047589082
105019,0.5366484
105027,0.25437477
105030,0.25010794
105035,0.4100853
105041,0.022286093
105051,0.86831
105056,0.5998582
105067,0.8916436
105071,0.15615822
105072,0.41238737
105074,0.13612264
105091,0.829061
105101,0.09089256
105103,0.05269701
105134,0.053754475
105139,0.014471622
105142,0.7227097
105146,0.30570287
105163,0.41323575
105168,0.4799767
105172,0.055036426
105176,0.48137477
105195,0.3229307
105196,0.540815
105197,0.029422674
105203,0.06943656
105223,0.1403861
105227,0.41847456
105228,0.19233729
105230,0.66639
105231,0.7011388
105239,0.046124324
105242,0.68033177
105244,0.17416203
105245,0.35242733
105248,0.08925472
105249,0.41867083
105266,0.67496264
105271,0.18367805
105276,0.13732864
105282,0.021320613
105292,0.6484553
105297,0.009301463
105332,0.05919644
105333,0.09578502
105343,0.43255168
105344,0.24601471
105345,0.51602787
105357,0.14801663
105359,0.8906476
105366,0.6241841
105367,0.067340426
105370,0.010664307
105377,0.19016334
105390,0.14260508
105399,0.004521344
105403,0.22924072
105404,0.65035367
105414,0.033073578
105417,0.15639009
105425,0.6043965
105452,0.2730214
105454,0.44702846
105456,0.11653647
105470,0.08581723
105471,0.67928267
105483,0.4331072
105493,0.7631088
105508,0.3932453
105514,0.58095145
105515,0.018681867
105528,0.5532798
105529,0.11732219
105531,0.68873024
105532,0.18990538
105558,0.22832158
105574,0.0182587
105578,0.0043310844
105584,0.701352
105595,0.11964601
105617,0.6064287
105618,0.57042634
105621,0.075160906
105625,0.32664323
105629,0.19114201
105630,0.019875947
105634,0.034432475
105635,0.02878944
105641,0.07040109
105647,0.25743857
105648,0.13912092
105655,0.14369465
105657,0.25744694
105672,0.45198888
105678,0.81050974
105682,0.43534234
105691,0.450901
105692,0.02609823
105706,0.20251247
105712,0.7572646
105720,0.089188576
105734,0.00929923
105735,0.29990456
105736,0.24628639
105737,0.059935015
105738,0.47600892
105740,0.59051704
105744,0.022220243
105747,0.20615807
105749,0.6136561
105754,0.17233704
105758,0.043787573
105760,0.2337611
105767,0.74195164
105784,0.39950398
105791,0.17582193
105802,0.25590754
105807,0.3374763
105809,0.29888692
105816,0.757514
105817,0.026955511
105824,0.8532205
105832,0.10574595
105856,0.39172137
105865,0.48768607
105899,0.531749
105906,0.12778465
105916,0.75481117
105923,0.22672242
105937,0.086754546
105965,0.1568649
105966,0.089769445
105968,0.20878413
105973,0.24633439
105976,0.8486391
105978,0.06621936
105979,0.093562044
105991,0.26114202
105998,0.29010937
105999,0.034811705
106000,0.84095824
106001,0.3482269
106010,0.37002105
106011,0.013054329
106013,0.8538211
106015,0.2670505
106026,0.57599944
106032,0.5818226
106035,0.6609173
106040,0.5658783
106041,0.61341846
106044,0.033855177
106053,0.6243133
106054,0.29342046
106065,0.5996983
106081,0.05859725
106083,0.5802424
106087,0.41674912
106090,0.823122
106101,0.020591768
106102,0.048497774
106109,0.28576532
106116,0.8319031
106150,0.0054189167
106155,0.8335342
106166,0.5339364
106176,0.64236295
106189,0.1277354
106199,0.2802012
106205,0.87920654
106206,0.29250717
106211,0.025728201
106214,0.09183414
106216,0.14658071
106217,0.07978354
106225,0.48890942
106249,0.32970476
106256,0.29336163
106258,0.35013306
106261,0.046704564
106262,0.9511214
106264,0.1532836
106271,0.6200679
106276,0.535499
106277,0.3011975
106286,0.19802813
106293,0.17285629
106295,0.78591746
106296,0.23428717
106297,0.77354884
106298,0.12367571
106311,0.038017467
106314,0.49078575
106320,0.27945212
106334,0.21297374
106346,0.2389375
106347,0.05668704
106349,0.28517735
106354,0.25884786
106360,0.02872433
106373,0.5574603
106377,0.76571196
106386,0.54007345
106387,0.16469978
106391,0.028149903
106401,0.7869331
106411,0.35637203
106413,0.28064644
106426,0.31128907
106427,0.7344468
106428,0.0817141
106434,0.2760153
106438,0.22428793
106440,0.6624729
106441,0.4077741
106452,0.1735149
106453,0.16445802
106454,0.052035604
106457,0.4255448
106484,0.1816728
106488,0.6212116
106491,0.86728966
106514,0.25730088
106527,0.08844382
106528,0.13305424
106529,0.007382911
106534,0.47548226
106550,0.19657661
106577,0.57984865
106585,0.2005272
106590,0.21694659
106607,0.05519358
106610,0.1404828
106611,0.5808912
106612,0.26004866
106624,0.59590185
106631,0.023233455
106647,0.7152176
106660,0.8658273
106674,0.07524335
106687,0.16879773
106712,0.34459504
106713,0.41148117
106717,0.44465595
106720,0.04769436
106721,0.82476586
106724,0.42988336
106735,0.25289014
106739,0.052231777
106740,0.32933918
106754,0.17028265
106760,0.70269424
106761,0.103265226
106784,0.4167392
106787,0.6005148
106797,0.012379155
106798,0.22908412
106802,0.85908276
106803,0.04400957
106804,0.5068798
106805,0.024598457
106810,0.83651924
106812,0.19846997
106813,0.34128496
106817,0.12983121
106822,0.25941634
106823,0.072899
106827,0.26513544
106841,0.09064296
106851,0.060875714
106852,0.04019169
106853,0.83115226
106854,0.7286404
106861,0.17280427
106873,0.6621809
106877,0.06846586
106878,0.020666463
106881,0.17526925
106900,0.0739736
106906,0.6857716
106907,0.40794915
106914,0.4177151
106916,0.11356586
106924,0.0227743
106931,0.29223952
106936,0.33206782
106937,0.25728
106938,0.11572492
106939,0.2744434
106943,0.13401008
106944,0.24819964
106967,0.41813117
106980,0.8743446
106986,0.33052644
106987,0.01957688
106990,0.06047174
107013,0.026780581
107023,0.070864394
107033,0.51796836
107037,0.17186446
107048,0.18820217
107071,0.057490204
107081,0.017049529
107113,0.46868035
107130,0.90498275
107131,0.43124217
107145,0.33731407
107156,0.60707533
107219,0.08835958
107222,0.38080814
107223,0.76667136
107232,0.8680058
107245,0.6714663
107246,0.08434087
107247,0.5982753
107256,0.014976743
107259,0.009297957
107260,0.11414404
107279,0.06540372
107280,0.85608244
107281,0.07460444
107285,0.10531791
107329,0.020196134
107337,0.17196791
107349,0.1921582
107350,0.016509715
107351,0.12650116
107359,0.38543946
107391,0.6710769
107394,0.045107465
107395,0.028410437
107406,0.24220921
107416,0.16201882
107417,0.61730444
107418,0.43806586
107419,0.280627
107444,0.14569178
107445,0.15018436
107446,0.71661234
107460,0.6693172
107470,0.79905784
107475,0.55124426
107520,0.07512187
107526,0.450753
107527,0.43525997
107530,0.008295603
107532,0.32556742
107534,0.21619129
107535,0.19375163
107554,0.51443946
107556,0.14891972
107559,0.25163242
107561,0.0056218007
107564,0.24628416
107566,0.058878068
107571,0.038626086
107590,0.85037065
107602,0.24230967
107625,0.2852692
107626,0.720443
107635,0.16513789
107636,0.46938813
107645,0.23734485
107652,0.47431865
107655,0.096129954
107668,0.2691036
107670,0.27381158
107677,0.018511068
107680,0.85743463
107683,0.79761136
107684,0.26367956
107691,0.6850475
107692,0.06809269
107703,0.47854868
107709,0.030231407
107710,0.80128396
107721,0.65840906
107725,0.511745
107727,0.86211234
107739,0.01691811
107740,0.2314951
107741,0.22262585
107747,0.02507265
107765,0.5379396
107768,0.3127355
107775,0.51643306
107782,0.81514084
107790,0.5365796
107801,0.25690836
107807,0.019608516
107811,0.5016022
107817,0.4979718
107826,0.41235456
107838,0.75957495
107839,0.025925115
107843,0.12484965
107847,0.17629851
107849,0.63770443
107850,0.418098
107867,0.04043265
107871,0.5209978
107908,0.07080738
107913,0.5733439
107927,0.59558755
107931,0.42690274
107955,0.026603818
107962,0.26940742
107977,0.79662716
107978,0.19196668
107993,0.19468416
108010,0.2145552
108016,0.086755395
108018,0.871268
108027,0.45922032
108045,0.38377273
108069,0.7449929
108082,0.062349327
108089,0.064752914
108092,0.12388699
108106,0.25045124
108112,0.19104369
108120,0.6326395
108122,0.72627956
108135,0.12407084
108170,0.25568202
108171,0.37343633
108177,0.036971927
108180,0.14175913
108183,0.039771408
108184,0.034179702
108185,0.4113946
108192,0.8969353
108195,0.36585277
108196,0.57806927
108218,0.028255686
108219,0.16700035
108243,0.26811573
108249,0.026037397
108251,0.0575993
108274,0.20013662
108280,0.70771796
108289,0.8376094
108292,0.13612682
108295,0.22244988
108327,0.065462746
108332,0.41627735
108346,0.11162307
108349,0.14769876
108353,0.3265267
108362,0.335256
108363,0.55725336
108377,0.35891435
108378,0.41124418
108381,0.018415691
108383,0.7909075
108390,0.527113
108407,0.25077045
108408,0.21022284
108411,0.47878695
108412,0.8684131
108419,0.56785226
108436,0.6141461
108437,0.43227318
108438,0.73892605
108441,0.16091089
108448,0.05962054
108449,0.10935703
108466,0.097449325
108467,0.6393856
108473,0.19580977
108474,0.37486583
108476,0.70157075
108479,0.07299448
108486,0.07428821
108493,0.09040943
108501,0.61808854
108506,0.38388854
108510,0.4026361
108511,0.14573291
108514,0.44475582
108517,0.67508733
108519,0.12098039
108522,0.026933916
108548,0.21925987
108554,0.045790106
108555,0.83268404
108559,0.11859318
108562,0.06347876
108571,0.8264446
108572,0.6050437
108579,0.11053999
108583,0.2221886
108584,0.11492954
108592,0.048996303
108602,0.089329384
108609,0.3448581
108613,0.37834603
108616,0.57246673
108618,0.6096139
108620,0.0989413
108643,0.14650783
108649,0.033926066
108654,0.8999003
108655,0.028658325
108656,0.106955566
108667,0.714489
108668,0.5518389
108682,0.49923253
108690,0.05154278
108691,0.54407215
108692,0.5059842
108695,0.1602356
108699,0.5240511
108710,0.29873484
108718,0.844663
108739,0.28694078
108740,0.01171187
108741,0.02095269
108742,0.2415656
108763,0.005923924
108767,0.5922339
108769,0.19498418
108779,0.70185
108788,0.08571511
108801,0.13916256
108802,0.07529589
108810,0.1554252
108811,0.11065994
108813,0.36415374
108814,0.17876472
108825,0.34351185
108826,0.63045394
108830,0.19711128
108834,0.6392898
108852,0.344515
108887,0.103634864
108901,0.09477034
108908,0.03109918
108910,0.2709073
108920,0.068871185
108922,0.22515945
108929,0.7972697
108930,0.12159921
108937,0.20026578
108938,0.18712635
108943,0.4403061
108948,0.025688037
108953,0.08682843
108956,0.2317421
108965,0.022841249
108985,0.26911342
108986,0.3181828
108987,0.026825018
108990,0.024654694
108991,0.06081993
108993,0.8177976
109000,0.80511355
109001,0.77144074
109012,0.35805047
109014,0.10911593
109015,0.50032336
109021,0.039460555
109037,0.25689986
109042,0.86433953
109044,0.46053237
109046,0.46796367
109064,0.0042669377
109084,0.40400073
109086,0.18575457
109092,0.0049812486
109093,0.21571258
109100,0.28999877
109101,0.03132573
109110,0.068160266
109114,0.53633064
109126,0.20246494
109152,0.12151193
109162,0.6384829
109167,0.09586466
109168,0.5960885
109169,0.025808927
109179,0.2836808
109184,0.07191295
109191,0.69425267
109192,0.42162174
109193,0.06407535
109196,0.54783
109206,0.39968958
109210,0.012976157
109244,0.6757255
109249,0.7745207
109273,0.09464182
109276,0.8963103
109281,0.27287334
109287,0.067551
109297,0.81672126
109298,0.07710816
109306,0.4238915
109309,0.6906127
109321,0.5609809
109328,0.71192807
109336,0.18691343
109342,0.43337443
109346,0.035841376
109347,0.8044825
109348,0.8291712
109362,0.6160909
109363,0.0155994715
109367,0.18676543
109370,0.023322789
109393,0.3366573
109405,0.47334304
109413,0.32326162
109414,0.65913033
109421,0.5329468
109427,0.342612
109428,0.29743767
109429,0.6224874
109437,0.03689837
109443,0.42135057
109461,0.296034
109468,0.35976854
109469,0.43359396
109471,0.6204707
109479,0.34883922
109484,0.13418758
109501,0.5624058
109505,0.2576777
109535,0.5495755
109539,0.10861567
109544,0.118078
109545,0.041141696
109551,0.8367336
109553,0.1307211
109555,0.70386064
109561,0.32034668
109580,0.07308238
109583,0.7011468
109593,0.29501104
109604,0.36505398
109620,0.30946392
109635,0.5974177
109637,0.9456329
109638,0.6029934
109642,0.41909555
109649,0.035760637
109652,0.109114096
109656,0.16150443
109663,0.0655728
109696,0.8430679
109700,0.8915359
109709,0.406914
109735,0.013152248
109740,0.086170346
109741,0.57092696
109749,0.21823914
109764,0.01336594
109771,0.31791812
109772,0.06712824
109773,0.33096063
109798,0.105640456
109802,0.6122677
109804,0.32925746
109813,0.5851709
109818,0.34952158
109848,0.26631913
109850,0.25020728
109851,0.1495069
109855,0.07917837
109871,0.4976041
109877,0.37428728
109883,0.0134836985
109886,0.009709411
109905,0.14332232
109936,0.84884995
109950,0.42221284
109958,0.2905916
109959,0.046727285
109969,0.5986823
109971,0.014911679
109984,0.020848963
109985,0.37050906
109988,0.05176338
109992,0.61773473
110005,0.52842605
110009,0.04491314
110011,0.9533391
110014,0.08648477
110026,0.21769239
110042,0.025255462
110058,0.019354943
110069,0.29975843
110080,0.028698882
110087,0.14633079
110091,0.28878725
110094,0.45727903
110098,0.09298229
110105,0.34678692
110117,0.44832763
110136,0.9213835
110138,0.32413808
110149,0.22379231
110164,0.5995779
110202,0.6332833
110212,0.03324823
110226,0.019764133
110236,0.06700252
110249,0.044498317
110257,0.1770838
110258,0.09142507
110277,0.042259727
110282,0.25417733
110284,0.2653121
110286,0.042232137
110289,0.041755516
110304,0.03176948
110319,0.67000407
110324,0.55105007
110326,0.35979527
110335,0.45814112
110337,0.22074123
110338,0.20835754
110343,0.19749935
110345,0.055136353
110347,0.8440639
110355,0.016131654
110359,0.026644753
110360,0.38341808
110364,0.12827083
110371,0.40476796
110372,0.04900706
110376,0.3466151
110379,0.44172096
110380,0.4402878
110393,0.6716396
110401,0.72124255
110406,0.014579434
110411,0.33546308
110416,0.022079896
110420,0.07635749
110443,0.48874077
110465,0.31182012
110468,0.5852059
110469,0.09590488
110471,0.85858804
110487,0.9431546
110491,0.60652936
110504,0.3656038
110547,0.14926824
110550,0.3619328
110559,0.25852364
110578,0.21825995
110582,0.5494615
110590,0.11457076
110598,0.14947246
110601,0.75422883
110602,0.07654152
110604,0.12845694
110625,0.7834104
110626,0.8521149
110636,0.27211255
110637,0.07657356
110638,0.2439063
110646,0.010672777
110648,0.12818807
110652,0.40112782
110681,0.19245753
110682,0.13485648
110687,0.4473656
110691,0.015948461
110694,0.114475965
110695,0.26486662
110696,0.9003881
110708,0.03014318
110710,0.1477879
110717,0.13850412
110730,0.24916399
110740,0.4918427
110742,0.37450972
110747,0.047166783
110761,0.24423683
110766,0.37848046
110769,0.03612405
110774,0.45608446
110803,0.034150556
110805,0.010857601
110809,0.8078277
110827,0.2700004
110832,0.041752115
110839,0.6288971
110859,0.40297368
110861,0.10170945
110863,0.35314786
110865,0.04037335
110881,0.066330574
110889,0.41183233
110891,0.21061152
110894,0.00851865
110895,0.834335
110907,0.7726649
110914,0.46699902
110933,0.015774615
110934,0.13179344
110937,0.09881589
110953,0.013430529
110954,0.762098
110958,0.50826216
110970,0.45127645
110974,0.5393773
110977,0.7785493
110989,0.11980073
110993,0.44235376
110994,0.29581153
111018,0.024203105
111019,0.08959604
111030,0.88415706
111032,0.3975652
111041,0.32419434
111045,0.33954903
111048,0.3479967
111052,0.24663442
111070,0.6404451
111084,0.6839072
111091,0.19259915
111104,0.018951897
111108,0.10835635
111112,0.55942327
111127,0.009600679
111142,0.21360171
111146,0.8076819
